name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Dublin2,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section
Peugeot Expert 1.5 Bluehdi 120 Asphalt Van,https://www.donedeal.ie/cars-for-sale/peugeot-expert-1-5-bluehdi-120-asphalt-van/39431623?campaign=3,---,---,Diesel,---,2025,Manual,---,,Diesel,---,---,---,---,---,,,,,,,,,,,,,,,,Franchise Dealer,"Enniskillen, Co. Fermanagh",Expert,"£24,295",,,,,,,,,selection1
Volkswagen ID.3,https://www.donedeal.ie/cars-for-sale/volkswagen-id-3/39441494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
Honda Fit 1.5 AUTOMATIC HYBRID 2016,https://www.donedeal.ie/cars-for-sale/honda-fit-1-5-automatic-hybrid-2016/39496358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
Toyota Yaris Cross CR Cross Luna Sport 4DR Auto,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-cr-cross-luna-sport-4dr-auto/39214116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
Peugeot 2008 allure premium,https://www.donedeal.ie/cars-for-sale/peugeot-2008-allure-premium/39385680,Allure,"42,000 mi",1.2 L Petrol,Dec 2025,2019,Manual,1,Peugeot,Petrol,Hatchback,5,Medium Trim,5,Grey,200,4.3 L/100 km,4.9 L/100 km,6.0 L/100 km,1.2 L,4.16 m,1.56 m,1.74 m,5/5,77%,70%,88%,72%,Ireland,UK,"Private Seller
No rating yet","Cork City, Co. Cork",2008,"€11,000","1,400 L",17 cm,,50 L,,,,,selection1
Automatic Nissan Micra 1.2 petrol NCT 03/26,https://www.donedeal.ie/cars-for-sale/automatic-nissan-micra-1-2-petrol-nct-03-26/39278318,-,"105,000 mi",1.2 L Petrol,Mar 2026,2016,Automatic,2,Nissan,Petrol,Hatchback,4,Base Trim,5,Silver,270,4.6 L/100 km,5.4 L/100 km,6.7 L/100 km,1.2 L,3.83 m,1.52 m,1.67 m,4/5,79%,57%,84%,58%,Ireland,No,"Private Seller
No rating yet",Co. Laois,Micra,"€5,550","1,132 L",,,41 L,,,,,selection1
Nissan QASHQAI 1.5 DCI 115PS N-connecta 5DR,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5-dci-115ps-n-connecta-5dr/39303702,SV Premium,"75,646 mi",1.5 L Diesel,Jan 2025,2019,Manual,1,Nissan,Diesel,SUV,5,Medium Trim,5,White,,,,,1.5 L,4.39 m,1.59 m,1.81 m,5/5,83%,79%,88%,69%,Ireland,UK,Franchise Dealer,"Letterkenny, Co. Donegal",Qashqai,"€19,500","1,585 L",,Co. Donegal,,,,,,selection1
Skoda Kodiaq 2.0 TDI 150HP DSG Sportline 7 Seat,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-2-0-tdi-150hp-dsg-sportline-7-seat/39354033,SportLine,"51,251 km",2.0 L Diesel,Mar 2027,2023,Automatic,1,Skoda,Diesel,SUV,5,Sports Trim,7,Grey,270,,5.6 L/100 km,,2.0 L,4.70 m,1.69 m,1.88 m,5/5,77%,54%,92%,71%,Ireland,No,"Franchise Dealer
4.7/5",Co. Louth,Kodiaq,"€53,995","2,065 L",,Co. Louth,,,,,,selection1
*111* 2022 Toyota Yaris 1.0 LUNA,https://www.donedeal.ie/cars-for-sale/111-2022-toyota-yaris-1-0-luna/38860106,Luna,"46,850 mi",1.0 L Petrol,May 2026,2022,Manual,1,Toyota,Petrol,Hatchback,4,Medium Trim,5,White,200,,5.6 L/100 km,,1.0 L,3.94 m,,1.75 m,,,,,,Ireland,No,Independent Dealer,Co. Donegal,Yaris,"€17,950",,,Co. Donegal,,,,,,selection1
Volkswagen Golf Life 2.0 TDI 115HP 5DR,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-life-2-0-tdi-115hp-5dr/39418612,Life,"50,001 km",2.0 L Diesel,Apr 2027,2023,Manual,1,Volkswagen,Diesel,Hatchback,5,Medium Trim,5,Black,,,,,2.0 L,4.28 m,,1.79 m,5/5,87%,82%,88%,74%,Ireland,No,Franchise Dealer,"Enniscorthy, Co. Wexford",Golf,"€27,950","1,237 L",,Co. Wexford,50 L,,,,,selection1
Mazda CX-80 All New 6 and 7 Seater Variant Starti,https://www.donedeal.ie/cars-for-sale/mazda-cx-80-all-new-6-and-7-seater-variant-starti/38873712,---,15 km,2.5 L Petrol Plug-in Hybrid,---,2025,Automatic,---,Mazda,Petrol Plug-in Hybrid,SUV,4,---,---,Red,,,,,,,,,,,,,,,,"Franchise Dealer
4.4/5","Dublin 11, Co. Dublin",CX-80,"€62,230",,,Co. Dublin,,,,,,selection1
Audi A5 2.0 TDI,https://www.donedeal.ie/cars-for-sale/audi-a5-2-0-tdi/39385667,SE,"113,000 mi",2.0 L Diesel,Jan 2026,2014,Manual,3,Audi,Diesel,Hatchback,5,Luxury Trim,5,Black,200,3.9 L/100 km,4.4 L/100 km,5.4 L/100 km,2.0 L,4.71 m,1.39 m,1.85 m,,,,,,Ireland,UK,"Verified Private Seller
No rating yet","North County, Co. Dublin",A5,"€11,000",,,,,,,,,selection1
Ford focus 2016,https://www.donedeal.ie/cars-for-sale/ford-focus-2016/39031627,Titanium,"240,000 km",1.5 L Diesel,Feb 2027,2016,Manual,3,Ford,Diesel,Hatchback,4,Luxury Trim,5,Grey,180,3.4 L/100 km,3.8 L/100 km,4.3 L/100 km,1.5 L,4.36 m,1.47 m,1.82 m,5/5,82%,71%,92%,72%,Ireland,No,"Private Seller
No rating yet","Artane, Co. Dublin",Focus,"€7,500","1,215 L",,,53 L,,,,,selection1
BMW X5 Xdrive30d M Sport,https://www.donedeal.ie/cars-for-sale/bmw-x5-xdrive30d-m-sport/39216693,M Sport,"168,101 km",3.0 L Diesel,Jul 2025,2019,Automatic,3,BMW,Diesel,SUV,5,Sports Trim,5,Black,600,5.7 L/100 km,6.2 L/100 km,7.0 L/100 km,3.0 L,4.92 m,1.75 m,2.00 m,,,,,,Ireland,No,"Franchise Dealer
4.9/5","Cahir, Co. Tipperary",X5,"€55,995","1,870 L",21 cm,Co. Tipperary,80 L,,,,,selection1
Land Rover Range Rover P550e Autobiography Auto h,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-p550e-autobiography-auto-h/38575879,---,100 km,3.0 L Petrol Plug-in Hybrid,Jan 2028,2025,Automatic,---,Land Rover,Petrol Plug-in Hybrid,SUV,5,---,---,Green,,,,,,,,,,,,,,,,Independent Dealer,Co. Galway,Range Rover,"€199,950",,,Co. Galway,,,,,,selection1
Bentley Continental GT 2DR A,https://www.donedeal.ie/cars-for-sale/bentley-continental-gt-2dr-a/36586780,N,"61,000 km",6.0 L Petrol,Oct 2024,2005,Automatic,1,Bentley,,,,,,,,,,,,,,,,,,,,Ireland,UK,Franchise Dealer,"Galway City, Co. Galway",Continental,"€39,990",,,Co. Galway,,,,,,selection1
Renault Clio 2013,https://www.donedeal.ie/cars-for-sale/renault-clio-2013/39196764,DYNAMIQUE,---,1.1 L Petrol,Nov 2025,2013,Manual,3,Renault,Petrol,Hatchback,4,Medium Trim,5,White,270,4.7 L/100 km,5.5 L/100 km,7.0 L/100 km,1.1 L,4.06 m,1.45 m,1.73 m,,,,,,Ireland,No,"Private Seller
5.0/5 (3)","Wexford Town, Co. Wexford",Clio,"€5,900",,,,45 L,,,,,selection1
NEW NCT 141 Kia Optima Platinum 1.7 DSL,https://www.donedeal.ie/cars-for-sale/new-nct-141-kia-optima-platinum-1-7-dsl/37823859,Platinum,"208,000 km",1.7 L Diesel,Jan 2026,2014,Manual,5,Kia,Diesel,Saloon,4,Luxury Trim,5,Silver,280,4.5 L/100 km,5.1 L/100 km,6.1 L/100 km,1.7 L,4.85 m,1.46 m,1.83 m,,,,,,Ireland,No,"Private Seller
5.0/5 (17)","Monasterevin, Co. Kildare",Optima,"€7,000",,,,70 L,,,,,selection1
Nissan Juke Hybrid 1.6 SV Premium,https://www.donedeal.ie/cars-for-sale/nissan-juke-hybrid-1-6-sv-premium/39080916,SV PREMIUM,"32,119 km",1.6 L Petrol Hybrid,Jan 2028,2024,Automatic,1,Nissan,Petrol Hybrid,SUV,4,Medium Trim,5,White,190,,5.1 L/100 km,,1.6 L,4.21 m,,1.80 m,5/5,85%,73%,94%,81%,Ireland,No,"Franchise Dealer
4.6/5","Dublin 11, Co. Dublin",Juke,"€30,795","1,305 L",,Co. Dublin,46 L,143 hp,166 km/h,1.2 kWh,10.1 sec,selection1
Audi Q4 E-tron Sport 45 E-tron kW,https://www.donedeal.ie/cars-for-sale/audi-q4-e-tron-sport-45-e-tron-kw/39496260,---,---,Electric,---,2025,Automatic,---,,Electric,SUV,---,---,---,Grey,,,,,,,,,,,,,,,,"Franchise Dealer
4.2/5",Co. Dublin,Q4 e-tron,"€76,350",,,Co. Dublin,,,,,,selection1
Audi A6 Ultra SE 2.0 TDI 4DR Automatic,https://www.donedeal.ie/cars-for-sale/audi-a6-ultra-se-2-0-tdi-4dr-automatic/39385638,SE,"168,936 km",2.0 L Diesel,Oct 2025,2017,Automatic,1,Audi,Diesel,Saloon,4,Base Trim,5,White,190,3.9 L/100 km,4.4 L/100 km,5.2 L/100 km,2.0 L,4.93 m,1.46 m,1.87 m,5/5,83%,86%,91%,41%,Ireland,UK,"Private Seller
No rating yet","Castlebar, Co. Mayo",A6,"€19,000",,,,,,,,,selection1
2015 MERCEDES CLA 45 AMG 360 BHP.,https://www.donedeal.ie/cars-for-sale/2015-mercedes-cla-45-amg-360-bhp-/38224465,AMG,"61,000 mi",2.0 L Petrol,May 2026,2015,Automatic,3,Mercedes-Benz,Petrol,Saloon,4,Sports Trim,5,Silver,600,5.8 L/100 km,6.9 L/100 km,8.8 L/100 km,2.0 L,4.63 m,1.43 m,1.78 m,,,,,,Ireland,No,Independent Dealer,"Kilmainham, Co. Dublin",CLA,€0,,,Co. Dublin,56 L,,,,,selection1
Volkswagen Arteon DUE Into Stock r-line TDI S-A,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-due-into-stock-r-line-tdi-s-a/39323857,---,"32,000 mi",2.0 L Diesel,---,2021,Automatic,1,Volkswagen,Diesel,Hatchback,5,---,5,Grey,210,,,,,,,,,,,,,UK,,Independent Dealer,"Kilcolgan, Co. Galway",Arteon,"€39,950",,,Co. Galway,,,,,,selection1
Volkswagen Passat (191) SE Business 2.0 TDI 150PS,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-191-se-business-2-0-tdi-150ps/38950506,---,"83,174 mi",2.0 L Diesel,---,2019,Manual,---,Volkswagen,Diesel,Saloon,4,---,5,Grey,,,,,,,,,,,,,,UK,,Independent Dealer,"Ballybofey, Co. Donegal",Passat,"€19,750",,,Co. Donegal,,,,,,selection1
Honda Fit 2014 Hybrid Automatic Tax NCT,https://www.donedeal.ie/cars-for-sale/honda-fit-2014-hybrid-automatic-tax-nct/39278266,---,"166,000 km",1.5 L Petrol Hybrid,Jan 2026,2014,Automatic,2,Honda,Petrol Hybrid,Hatchback,5,---,5,Blue,170,,,,,,,,,,,,,Ireland,Unknown country,"Private Seller
No rating yet","Trim, Co. Meath",Fit,"€7,950",,,,,,,,,selection1
2016 Ford Focus 1.5ltr Diesel,https://www.donedeal.ie/cars-for-sale/2016-ford-focus-1-5ltr-diesel/39496289,Style,"157,000 km",1.5 L Diesel,Oct 2026,2016,Manual,2,Ford,Diesel,Hatchback,4,Medium Trim,5,Blue,180,3.4 L/100 km,3.8 L/100 km,4.3 L/100 km,1.5 L,4.36 m,1.47 m,1.82 m,5/5,82%,71%,92%,72%,Ireland,No,"Private Seller
No rating yet","Clontarf, Co. Dublin",Focus,"€11,450","1,215 L",,,53 L,,,,,selection1
Volvo V90 T8 (397hp) Twin Engine R-design Auto AW,https://www.donedeal.ie/cars-for-sale/volvo-v90-t8-397hp-twin-engine-r-design-auto-aw/39461788,R-Design,"124,120 km",2.0 L Petrol Plug-in Hybrid,Jun 2025,2019,Automatic,1,Volvo,Petrol Plug-in Hybrid,Estate,5,Sports Trim,5,Grey,170,,2.1 L/100 km,,2.0 L,4.94 m,1.48 m,1.88 m,5/5,80%,93%,95%,76%,Ireland,UK,Independent Dealer,"Dublin 18, Co. Dublin",V90,"€30,999","1,526 L",15 cm,Co. Dublin,60 L,,,10.4 kWh,,selection1
Mercedes-Benz CLA-Class CLA 200d Coupe pan Roof,https://www.donedeal.ie/cars-for-sale/mercedes-benz-cla-class-cla-200d-coupe-pan-roof/34817996,---,10 km,2.0 L Diesel,---,2023,Automatic,---,Mercedes-Benz,Diesel,Coupe,4,---,---,Red,,,,,,,,,,,,,,Other,,Franchise Dealer,Co. Sligo,CLA,"€60,950",,,Co. Sligo,,,,,,selection1
Opel Insignia 2012,https://www.donedeal.ie/cars-for-sale/opel-insignia-2012/38409315,SC,"215,000 km",2.0 L Diesel,Jan 2026,2012,Manual,4,Opel,Diesel,Hatchback,5,Medium Trim,5,Brown,280,4.2 L/100 km,5.0 L/100 km,6.4 L/100 km,2.0 L,4.83 m,1.50 m,1.86 m,,,,,,Ireland,No,"Private Seller
No rating yet","Dundalk, Co. Louth",Insignia,"€2,650","1,470 L",,,70 L,,,,,selection1
VW Passat 2.0 DSG Automatic,https://www.donedeal.ie/cars-for-sale/vw-passat-2-0-dsg-automatic/39496310,Comfortline,"218,715 km",2.0 L Diesel,Feb 2026,2016,Manual,9,Volkswagen,Diesel,Saloon,4,Medium Trim,5,Grey,200,4.0 L/100 km,4.4 L/100 km,5.2 L/100 km,2.0 L,4.77 m,1.46 m,1.83 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Newbridge, Co. Kildare",Passat,"€11,750",,15 cm,,,,,,,selection1
Vauxhall Corsa 2015 1.2,https://www.donedeal.ie/cars-for-sale/vauxhall-corsa-2015-1-2/39441432,---,"109,000 mi",1.2 L Petrol,Apr 2026,2015,Manual,1,Vauxhall,Petrol,Hatchback,5,---,5,Red,,,,,,,,,,,,,,Ireland,UK,"Trader
No rating yet","Naas, Co. Kildare",Corsa,"€5,850",,,,,,,,,selection1
Peugeot 2008 Allure 1.2 Hybrid,https://www.donedeal.ie/cars-for-sale/peugeot-2008-allure-1-2-hybrid/37732766?campaign=3,Allure,0 km,1.2 L Petrol Hybrid,---,2025,Automatic,0,Peugeot,Petrol Hybrid,SUV,5,---,5,White,190,,,,1.2 L,,,,,,,,,Ireland,Unknown,"Franchise Dealer
4.6/5","Mallow, Co. Cork",2008,€0,,,Co. Cork,,,,,,selection1
Toyota Prius 141 Black,https://www.donedeal.ie/cars-for-sale/toyota-prius-141-black/39295706?campaign=3,-,"144,300 km",1.8 L Petrol Hybrid,May 2026,2014,Automatic,1,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,Black,170,3.7 L/100 km,3.9 L/100 km,3.9 L/100 km,1.8 L,4.48 m,1.49 m,1.75 m,5/5,82%,86%,88%,68%,Ireland,Unknown country,"Private Seller
No rating yet","Citywest, Co. Dublin",Prius,"€10,300","1,120 L",,,,,,,,selection1
Mazda 2 1.5 75bhp SKY Active G,https://www.donedeal.ie/cars-for-sale/mazda-2-1-5-75bhp-sky-active-g/39388242?campaign=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selection1
Dacia Duster Comfort 2019,https://www.donedeal.ie/cars-for-sale/dacia-duster-comfort-2019/39441418,Comfort,"109,095 km",1.5 L Diesel,Jan 2025,2019,Manual,2,Dacia,Diesel,SUV,4,Medium Trim,5,Orange,200,,,,1.5 L,4.34 m,1.69 m,1.80 m,3/5,66%,37%,71%,56%,Ireland,No,"Private Seller
No rating yet","Cobh, Co. Cork",Duster,"€15,200",,,,,,,,,selection1
Opel Mokka My22-elite-110ps-6sp 4DR,https://www.donedeal.ie/cars-for-sale/opel-mokka-my22-elite-110ps-6sp-4dr/39118589,Elite,"55,888 km",1.5 L Diesel,Jan 2026,2022,Manual,1,Opel,Diesel,MPV,4,Luxury Trim,5,Black,,,,,1.5 L,4.15 m,,1.79 m,4/5,75%,64%,73%,58%,Ireland,No,"Franchise Dealer
4.7/5",Co. Wexford,Mokka,"€25,950","1,105 L",,Co. Wexford,41 L,,,,,selection1
Lexus NX 450H+ Phev Executive AWD,https://www.donedeal.ie/cars-for-sale/lexus-nx-450h-phev-executive-awd/39026900,Executive,"35,208 km",2.5 L Petrol Plug-in Hybrid,Feb 2027,2023,Automatic,1,Lexus,Petrol Plug-in Hybrid,Estate,4,Medium Trim,5,---,,,,,2.5 L,4.66 m,1.66 m,1.87 m,5/5,87%,91%,91%,83%,Ireland,No,Independent Dealer,"Blackrock, Co. Dublin",NX,"€58,950","1,436 L",20 cm,,55 L,309 hp,200 km/h,18.1 kWh,6.3 sec,selection1
Toyota Rav4 Sol 2.5 Hybrid Auto - Check out our R,https://www.donedeal.ie/cars-for-sale/toyota-rav4-sol-2-5-hybrid-auto-check-out-our-r/39343927,Sol,"87,000 km",2.5 L Petrol Hybrid,Mar 2025,2021,Automatic,2,Toyota,Petrol Hybrid,SUV,5,Luxury Trim,5,Black,200,,5.7 L/100 km,,2.5 L,4.60 m,1.69 m,1.86 m,5/5,87%,77%,93%,85%,Ireland,No,"Franchise Dealer
4.8/5","Mullingar, Co. Westmeath",RAV4,"€35,440","1,690 L",19 cm,Co. Westmeath,55 L,,,,,selection1
Kia Ceed 2007 Estate,https://www.donedeal.ie/cars-for-sale/kia-ceed-2007-estate/39496297,N,"164,888 km",1.4 L Petrol,Sep 2025,2007,Manual,5,Kia,,,,,,,385,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","North County, Co. Dublin",Ceed,"€1,300",,,,,,,,,selection1
Audi A4 2.0 Sline Quattro 190,https://www.donedeal.ie/cars-for-sale/audi-a4-2-0-sline-quattro-190/39385636,-,"236,000 km",2.0 L Diesel,Nov 2026,2016,Automatic,1,Audi,Diesel,Estate,5,Base Trim,5,White,270,,4.9 L/100 km,,2.0 L,4.75 m,1.49 m,1.84 m,,,,,,Ireland,N. Ireland,"Verified Private Seller
No rating yet","Drogheda, Co. Louth",A4,"€17,750","1,510 L",13 cm,,,,,,,selection1
Volkswagen Golf MK7.5 1.6 TDI Highline Auto,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mk7-5-1-6-tdi-highline-auto/39278237,Highline,"130,000 km",1.6 L Diesel,Mar 2026,2018,Automatic,1,Volkswagen,Diesel,Hatchback,5,Medium Trim,5,Grey,190,3.9 L/100 km,4.0 L/100 km,4.2 L/100 km,1.6 L,4.26 m,1.49 m,1.79 m,5/5,89%,71%,94%,65%,Ireland,No,"Private Seller
No rating yet","Sutton, Co. Dublin",Golf,"€17,995",,,,,,,,,selection1
Ford TRANSIT COURIER Active 1.5 100PS IN Stock 25,https://www.donedeal.ie/cars-for-sale/ford-transit-courier-active-1-5-100ps-in-stock-25/38814065,---,6 mi,1.5 L Diesel,---,2025,Manual,---,Ford,Diesel,---,2,---,---,White,,,,,,,,,,,,,,,,Franchise Dealer,"Drogheda, Co. Louth",Transit Courier,"€22,750",,,Co. Louth,,,,,,selection1
Mercedes-Benz C-Class C 220 D Mhev 4matic Avantga,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c-class-c-220-d-mhev-4matic-avantga/39297055,AVANTGARDE,"49,215 km",2.0 L Diesel Hybrid,Feb 2026,2022,Automatic,1,Mercedes-Benz,Diesel Hybrid,Estate,5,Base Trim,5,Grey,200,,5.0 L/100 km,,2.0 L,4.75 m,,1.82 m,,,,,,Ireland,No,Independent Dealer,"Bishopstown, Co. Cork",C-Class,"€48,900",,,Co. Cork,,200 hp,228 km/h,0.9 kWh,7.4 sec,selection1
Mazda CX-80 ALL New Cx-80 Homura Plus 2.5 Phev 32,https://www.donedeal.ie/cars-for-sale/mazda-cx-80-all-new-cx-80-homura-plus-2-5-phev-32/38873710,---,20 km,2.5 L Petrol Plug-in Hybrid,---,2025,Automatic,---,Mazda,Petrol Plug-in Hybrid,SUV,4,---,---,Gold,,,,,,,,,,,,,,,,"Franchise Dealer
4.4/5","Dublin 11, Co. Dublin",CX-80,"€70,030",,,Co. Dublin,,,,,,selection1
Audi A5 2015,https://www.donedeal.ie/cars-for-sale/audi-a5-2015/39331515,SE,"148,000 mi",2.0 L Diesel,Aug 2025,2015,Manual,4,Audi,Diesel,Hatchback,5,Luxury Trim,5,Blue,190,3.9 L/100 km,4.4 L/100 km,5.4 L/100 km,2.0 L,4.71 m,1.39 m,1.85 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Cahir, Co. Tipperary",A5,"€16,000",,,,,,,,,selection1
Hyundai Tuscon Low Kms 6 month warranty,https://www.donedeal.ie/cars-for-sale/hyundai-tuscon-low-kms-6-month-warranty/39278228,Premium,---,1.685 L Diesel,Jan 2027,2017,Manual,3,Hyundai,Diesel,SUV,5,Medium Trim,5,Grey,200,4.0 L/100 km,4.4 L/100 km,5.1 L/100 km,1.685 L,4.48 m,1.65 m,1.85 m,5/5,85%,71%,86%,71%,Ireland,No,"Private Seller
No rating yet",Co. Limerick,Tucson,"€15,500",,,,,,,,,selection1
Ford Fiesta TDCi 1.6L Diesel,https://www.donedeal.ie/cars-for-sale/ford-fiesta-tdci-1-6l-diesel/39278235,---,"155,308 mi",1.6 L Diesel,---,2014,Manual,4,Ford,Diesel,Hatchback,5,---,5,White,180,,,,,,,,,,,,,UK,,"Private Seller
No rating yet","Lisnaskea, Co. Fermanagh",Fiesta,"£1,700",,,,,,,,,selection1
Ford Mondeo Titanium New NCT Until May 2027,https://www.donedeal.ie/cars-for-sale/ford-mondeo-titanium-new-nct-until-may-2027/39310511,Titanium,"122,600 mi",1.5 L Diesel,May 2027,2017,Manual,1,Ford,Diesel,Hatchback,5,Luxury Trim,5,White,180,3.6 L/100 km,4.1 L/100 km,4.7 L/100 km,1.5 L,4.87 m,1.48 m,1.85 m,5/5,82%,66%,86%,66%,Ireland,UK,"Private Seller
5.0/5 (1)","Mullinavat, Co. Kilkenny",Mondeo,"€9,500","1,437 L",13 cm,,62 L,,,,,selection1
Skoda Scala Ambition 1.0tsi,https://www.donedeal.ie/cars-for-sale/skoda-scala-ambition-1-0tsi/39158603,Ambition,"25,466 km",1.0 L Petrol,Feb 2028,2024,Manual,1,Skoda,Petrol,Hatchback,5,Medium Trim,5,Black,200,,5.2 L/100 km,,1.0 L,4.36 m,1.47 m,1.79 m,5/5,87%,76%,97%,81%,Ireland,No,"Franchise Dealer
4.0/5","Dundalk, Co. Louth",Scala,"€23,850","1,410 L",,Co. Louth,,,,,,selection1
Peugeot 5008 1.5 HDi 130bhp AUTO Allure ex Demo,https://www.donedeal.ie/cars-for-sale/peugeot-5008-1-5-hdi-130bhp-auto-allure-ex-demo/38002650,Allure,"17,615 km",1.5 L Diesel,Feb 2028,2024,Automatic,1,Peugeot,Diesel,SUV,4,Luxury Trim,7,Silver,270,,5.6 L/100 km,,1.5 L,4.64 m,,1.84 m,,,,,,Ireland,No,Franchise Dealer,"Sandyford, Co. Dublin",5008,"€45,950",,,,,,,,,selection1
Audi A5 S Line High Spec Launch Edition 204HP Aut,https://www.donedeal.ie/cars-for-sale/audi-a5-s-line-high-spec-launch-edition-204hp-aut/38975881,---,15 km,2.0 L Diesel,---,2025,Automatic,---,Audi,Diesel,Hatchback,4,---,---,Black,,,,,,,,,,,,,,,,"Franchise Dealer
4.6/5","Sligo, Co. Sligo",A5,"€93,461",,,Co. Sligo,,,,,,selection1
2012 Volkswagen Passat NEW NCT,https://www.donedeal.ie/cars-for-sale/2012-volkswagen-passat-new-nct/39495683,TRENDLINE,---,1.6 L Diesel,Feb 2026,2012,Manual,2,Volkswagen,Diesel,Estate,5,Base Trim,5,Red,200,4.0 L/100 km,4.4 L/100 km,5.3 L/100 km,1.6 L,4.77 m,1.52 m,1.82 m,,,,,,Ireland,UK,"Private Seller
1.0/5 (5)","Foxford, Co. Mayo",Passat,"€2,550","1,731 L",10 cm,,70 L,,,,,selection1
Audi Q4 E-tron Audi Q4 S Line 40 E-tron,https://www.donedeal.ie/cars-for-sale/audi-q4-e-tron-audi-q4-s-line-40-e-tron/39496240,---,---,Electric,---,2025,Automatic,---,,Electric,SUV,---,---,---,Black,,,,,,,,,,,,,,,,"Franchise Dealer
4.2/5",Co. Dublin,Q4 e-tron,"€60,358",,,Co. Dublin,,,,,,selection1
BMW M SPORT 1.6P AUTOMATIC NEW NCT,https://www.donedeal.ie/cars-for-sale/bmw-m-sport-1-6p-automatic-new-nct/39496283,ES,"179,012 km",1.6 L Petrol,Apr 2026,2011,Automatic,3,BMW,Petrol,Hatchback,5,Base Trim,5,Black,280,4.8 L/100 km,5.7 L/100 km,7.2 L/100 km,1.6 L,4.32 m,1.42 m,1.77 m,,,,,,Ireland,Unknown country,"Private Seller
No rating yet","Drogheda, Co. Louth",1-Series,"€5,950","1,200 L",14 cm,,52 L,,,,,selection1
Land Rover Discovery Discovery Commercial 3.0 SD6,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-discovery-commercial-3-0-sd6/39218180,---,"34,000 km",3.0 L Diesel,---,2023,Automatic,1,Land Rover,Diesel,SUV,5,---,2,Grey,,,,,,,,,,,,,,Ireland,No,"Franchise Dealer
4.0/5",Co. Limerick,Discovery,"€50,000",,,Co. Limerick,,,,,,selection1
Land Rover Defender Defender 110 3.0 D Hard TOP S,https://www.donedeal.ie/cars-for-sale/land-rover-defender-defender-110-3-0-d-hard-top-s/39218161,---,"91,343 km",3.0 L Diesel,---,2022,Automatic,1,Land Rover,Diesel,SUV,5,---,2,Black,,,,,,,,,,,,,,Ireland,No,"Franchise Dealer
4.0/5",Co. Limerick,Defender,"€54,430",,,Co. Limerick,,,,,,selection1
Nissan Juke 2012 New Nct,https://www.donedeal.ie/cars-for-sale/nissan-juke-2012-new-nct/36326008,SV,"129,000 mi",1.5 L Diesel,Dec 2025,2012,Manual,4,Nissan,Diesel,SUV,5,Medium Trim,5,Red,280,4.5 L/100 km,5.1 L/100 km,6.1 L/100 km,1.5 L,4.14 m,1.57 m,1.77 m,,,,,,Ireland,No,"Verified Private Seller
No rating yet","Mount Bellew, Co. Galway",Juke,"€5,600",830 L,18 cm,,46 L,,,,,selection1
Ford Focus 1.0 Titanium 125PS,https://www.donedeal.ie/cars-for-sale/ford-focus-1-0-titanium-125ps/36950529,Titanium,"28,534 km",1.0 L Petrol,Feb 2027,2023,Manual,1,Ford,Petrol,Hatchback,5,Medium Trim,5,Red,200,,5.4 L/100 km,,1.0 L,4.38 m,,1.83 m,5/5,87%,75%,96%,72%,Ireland,No,"Franchise Dealer
4.7/5","Clonmel, Co. Tipperary",Focus,"€26,395",,,Co. Tipperary,,,,,,selection1
Range Rover Sport Hse Dynamic,https://www.donedeal.ie/cars-for-sale/range-rover-sport-hse-dynamic/39270487,HSE Dynamic,"37,000 mi",2.0 L Petrol Hybrid,---,2021,Automatic,1,Land Rover,Petrol Hybrid,SUV,5,Sports Trim,5,Black,150,,,,2.0 L,4.88 m,1.80 m,1.98 m,,,,,,Ireland,No,Independent Dealer,"Sligo, Co. Sligo",Range Rover Sport,"€60,950","1,607 L",21 cm,Co. Sligo,91 L,,,,,selection1
