name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Dublin2,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section
2014 FIAT 500 1.2 SPORT LOW MILES,https://www.donedeal.ie/cars-for-sale/2014-fiat-500-1-2-sport-low-miles/39133472,---,"83,000 km",1.2 L Petrol,Aug 2025,2014,Manual,3,Fiat,Petrol,Hatchback,2,---,---,Red,200,,,,,,,,,,,,,Ireland,No,Independent Dealer,Co. Dublin,500,"€8,999",,,,,,,,,selection1
BMW 3 Series 330e M-sport 2.0 Hybrid Auto // Digi,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-2-0-hybrid-auto-digi/39503207,M Sport,"55,203 km",2.0 L Hybrid,May 2027,2018,Automatic,1,BMW,Hybrid,Saloon,4,Sports Trim,5,Black,170,,2.1 L/100 km,,2.0 L,4.63 m,1.44 m,1.81 m,5/5,84%,86%,95%,78%,Ireland,UK,"Independent Dealer
4.4/5",Co. Dublin,3-Series,"€22,950",480 L,14 cm,Co. Dublin,,252 hp,225 km/h,7.6 kWh,6.1 sec,selection1
SEAT Ibiza Ibiza 1.0tsi 95hp Xcellence,https://www.donedeal.ie/cars-for-sale/seat-ibiza-ibiza-1-0tsi-95hp-xcellence/39456945,XCELLENCE,"12,476 km",1.0 L Petrol,Mar 2028,2024,Manual,1,SEAT,Petrol,Hatchback,5,Medium Trim,5,White,190,,5.1 L/100 km,,1.0 L,4.06 m,,1.78 m,5/5,82%,70%,83%,66%,Ireland,No,Independent Dealer,"Bishopstown, Co. Cork",Ibiza,"€21,900","1,165 L",,Co. Cork,40 L,,,,,selection1
BMW i5 Edrive40 M Sport,https://www.donedeal.ie/cars-for-sale/bmw-i5-edrive40-m-sport/38555210,M Sport,"9,452 km",Electric,Oct 2027,2023,Automatic,1,BMW,Electric,Saloon,4,Base Trim,5,Black,120,,,,,5.06 m,,1.90 m,5/5,85%,78%,89%,86%,Ireland,No,"Franchise Dealer
4.5/5","Tuam, Co. Galway",i5,"€67,995",,,Co. Galway,,,,,,selection1
Citroen C3 Puretech 82 Manual Feel,https://www.donedeal.ie/cars-for-sale/citroen-c3-puretech-82-manual-feel/38397785,FEEL,"89,895 km",1.2 L Petrol,Jan 2026,2018,Manual,2,Citroen,Petrol,Hatchback,4,Medium Trim,5,Red,,,,,1.2 L,4.00 m,1.47 m,1.83 m,4/5,83%,58%,88%,59%,Ireland,No,"Franchise Dealer
4.7/5",Co. Wexford,C3,"€12,950",922 L,,Co. Wexford,,,,,,selection1
KIA STONIC 2019,https://www.donedeal.ie/cars-for-sale/kia-stonic-2019/39503268,K2,"99,531 km",1.4 L Petrol,Feb 2027,2019,Manual,3,Kia,Petrol,Estate/Jeep,5,Medium Trim,5,Red,280,4.6 L/100 km,5.5 L/100 km,7.0 L/100 km,1.4 L,4.14 m,1.52 m,1.76 m,5/5,84%,59%,93%,71%,Ireland,No,"Private Seller
No rating yet","Balbriggan, Co. Dublin",Stonic,"€16,000",,,,,,,,,selection1
2017 KIA SPORTAGE LX 1.7 CRDI,https://www.donedeal.ie/cars-for-sale/2017-kia-sportage-lx-1-7-crdi/39197772,LX,"94,000 mi",1.7 L Diesel,Feb 2027,2017,Manual,2,Kia,Diesel,SUV,5,Base Trim,5,White,200,4.2 L/100 km,4.6 L/100 km,5.4 L/100 km,1.7 L,4.48 m,1.65 m,1.86 m,,,,,,Ireland,No,Independent Dealer,"Mallow, Co. Cork",Sportage,"€16,495",,,Co. Cork,,,,,,selection1
2013 Volkswagen Golf MK7,https://www.donedeal.ie/cars-for-sale/2013-volkswagen-golf-mk7/39394672,TRENDLINE,"123,181 km",1.2 L Petrol,Mar 2026,2013,Automatic,3,Volkswagen,Petrol,Hatchback,5,Base Trim,5,Black,200,4.6 L/100 km,5.5 L/100 km,7.0 L/100 km,1.2 L,4.20 m,1.48 m,1.79 m,,,,,,Ireland,Unknown country,"Verified Private Seller
No rating yet","South County, Co. Dublin",Golf,"€11,900",,,,,,,,,selection1
Mk5 Jetta,https://www.donedeal.ie/cars-for-sale/mk5-jetta/39287623,N,"220,000 mi",1.9 L Diesel,Aug 2025,2009,---,7,Volkswagen,,,,,,,280,,,,,,,,,,,,,Ireland,No,"Private Seller
4.0/5 (1)","Tipperary Town, Co. Tipperary",Jetta,"€3,500",,,,,,,,,selection1
BMW 3 Series 330E M Sport Auto,https://www.donedeal.ie/cars-for-sale/bmw-3-series-330e-m-sport-auto/34801832,---,"77,255 mi",2.0 L Petrol Plug-in Hybrid,---,2019,Automatic,1,BMW,Petrol Plug-in Hybrid,Saloon,4,---,---,Grey,,,,,,,,,,,,,,UK,,Independent Dealer,"Kilfeakle, Co. Tipperary",3-Series,"€27,995",,,Co. Tipperary,,,,,,selection1
Ford Ranger Wildtrack 3.2d 4X4 Manual 5 Seat,https://www.donedeal.ie/cars-for-sale/ford-ranger-wildtrack-3-2d-4x4-manual-5-seat/39316134,---,"144,243 km",3.2 L Diesel,---,2019,Manual,2,Ford,Diesel,MPV,5,---,5,Black,,,,,,,,,,,,,,Ireland,UK,"Independent Dealer
4.3/5","Athlone, Co. Westmeath",Ranger,"€31,995",,,Co. Westmeath,,,,,,selection1
2004 Volkswagen Golf TDI PD150,https://www.donedeal.ie/cars-for-sale/2004-volkswagen-golf-tdi-pd150/39340524,N,"175,055 mi",1.9 L Diesel,---,2004,Manual,5,Volkswagen,,,,,,,673,,,,,,,,,,,,,UK,,"Private Seller
2.0/5 (1)","Moneymore, Co. Derry",Golf,"£1,200",,,,,,,,,selection1
Hyundai i20 2017,https://www.donedeal.ie/cars-for-sale/hyundai-i20-2017/37774643,Classic,"85,689 km",1.2 L Petrol,Mar 2027,2017,Manual,1,Hyundai,Petrol,Hatchback,5,Base Trim,5,Black,200,4.0 L/100 km,4.7 L/100 km,5.8 L/100 km,1.2 L,4.04 m,1.47 m,1.73 m,,,,,,Ireland,No,Independent Dealer,"Drogheda, Co. Louth",i20,"€9,990",,,Co. Louth,,,,,,selection1
Jaguar F- PACE 2.0 I4 Phev 404 PS R-dynamic S,https://www.donedeal.ie/cars-for-sale/jaguar-f-pace-2-0-i4-phev-404-ps-r-dynamic-s/39408791,R-DYNAMIC S,"6,966 km",2.0 L Petrol Plug-in Hybrid,Jan 2028,2024,Automatic,1,Jaguar,Petrol Plug-in Hybrid,SUV,5,Sports Trim,5,Grey,140,,2.2 L/100 km,,2.0 L,4.75 m,,1.94 m,5/5,85%,72%,93%,80%,Ireland,No,"Franchise Dealer
4.0/5",Co. Cork,F-Pace,"€69,900",,,Co. Cork,,,,17.1 kWh,,selection1
‘15 Skoda Superb Tdi Cr S,https://www.donedeal.ie/cars-for-sale/15-skoda-superb-tdi-cr-s/39503263,---,0 km,1.6 L Diesel,---,2015,Manual,2,Skoda,Diesel,Hatchback,5,---,5,Black,200,,,,,,,,,,,,,UK,,Independent Dealer,"Trillick, Co. Tyrone",Superb,"£2,850",,,Co. Tyrone,,,,,,selection1
Mercedes-Benz GLC GLC 220d,https://www.donedeal.ie/cars-for-sale/mercedes-benz-glc-glc-220d/39293114?campaign=3,---,10 km,2.0 L Diesel,---,2025,Automatic,---,Mercedes-Benz,Diesel,SUV,4,---,---,Green,,,,,,,,,,,,,,,,"Franchise Dealer
4.8/5","Dublin 4, Co. Dublin",GLC,"€82,896",,,Co. Dublin,,,,,,selection1
"162 Citroen C4 1.6d Manual, NEW NCT, VERY CLEAN",https://www.donedeal.ie/cars-for-sale/162-citroen-c4-1-6d-manual-new-nct-very-clean/38688321?campaign=3,VTR+,"103,810 mi",1.6 L Diesel,Oct 2026,2016,Manual,4,Citroen,Diesel,Hatchback,4,Medium Trim,7,Silver,190,3.6 L/100 km,4.2 L/100 km,5.2 L/100 km,1.6 L,4.33 m,1.50 m,1.79 m,,,,,,Ireland,No,Independent Dealer,"Dublin 11, Co. Dublin",Grand C4 Picasso,"€8,450","1,183 L",,,60 L,,,,,selection1
Hyundai i30 2010,https://www.donedeal.ie/cars-for-sale/hyundai-i30-2010/39416903?campaign=3,N,"186,547 mi",1.6 L Diesel,Oct 2025,2010,---,2,Hyundai,,,,,,,200,,,,,,,,,,,,,Ireland,UK,"Private Seller
No rating yet","Galbally, Co. Limerick",i30,"€2,600",,,,,,,,,selection1
2016 Ford Focus 1.5Tdci,https://www.donedeal.ie/cars-for-sale/2016-ford-focus-1-5tdci/39340683,Zetec,"114,000 mi",1.6 L Diesel,Jan 2026,2016,Manual,2,Ford,Diesel,Hatchback,4,Sports Trim,5,Red,190,3.7 L/100 km,4.2 L/100 km,5.1 L/100 km,1.6 L,4.36 m,1.47 m,1.82 m,5/5,82%,71%,92%,72%,Ireland,No,"Verified Trader
No rating yet","Ballymore Eustace, Co. Kildare",Focus,"€10,650","1,215 L",,,53 L,,,,,selection1
Citroen Berlingo 1.6 HDI Enterprise L1,https://www.donedeal.ie/cars-for-sale/citroen-berlingo-1-6-hdi-enterprise-l1/31833738,---,"153,489 mi",1.6 L Diesel,---,2016,Manual,1,Citroen,Diesel,MPV,5,---,---,White,,,,,,,,,,,,,,UK,,Independent Dealer,"Milltown Malbay, Co. Clare",Berlingo,"€8,500",,,Co. Clare,,,,,,selection1
MG MG4 MG4 SR Excite,https://www.donedeal.ie/cars-for-sale/mg-mg4-mg4-sr-excite/38783887,Excite,"19,323 km",350 km (WLTP) Electric,Jul 2027,2023,Automatic,1,MG,Electric,Hatchback,5,Base Trim,5,White,120,,,,,4.29 m,,1.84 m,5/5,80%,78%,83%,75%,Ireland,No,Franchise Dealer,"Sligo, Co. Sligo",MG4,"€19,995",,,,,170 hp,160 km/h,,7.7 sec,selection1
20015 Volkswagen Golf 1.6 TDI Match Automatic,https://www.donedeal.ie/cars-for-sale/20015-volkswagen-golf-1-6-tdi-match-automatic/39503257,---,"114,268 mi",1.6 L Diesel,---,2015,Automatic,4,Volkswagen,Diesel,Hatchback,5,---,5,Silver,190,,,,,,,,,,,,,UK,,Independent Dealer,"Enniskillen, Co. Fermanagh",Golf,"€12,500",,,,,,,,,selection1
Toyota Corolla 2019,https://www.donedeal.ie/cars-for-sale/toyota-corolla-2019/39340680,Sol,"128,100 km",1.8 L Petrol Hybrid,Jul 2025,2019,Automatic,2,Toyota,Petrol Hybrid,Estate/Jeep,4,Luxury Trim,5,Grey,180,3.8 L/100 km,3.6 L/100 km,3.4 L/100 km,1.8 L,4.63 m,1.44 m,1.78 m,5/5,84%,77%,95%,86%,Ireland,No,"Private Seller
No rating yet","Ballybofey, Co. Donegal",Corolla,"€17,950",,,,,,,,,selection1
Skoda Superb Combi Style 2.0tdi 150HP DSG,https://www.donedeal.ie/cars-for-sale/skoda-superb-combi-style-2-0tdi-150hp-dsg/39405054,STYLE,"59,153 km",2.0 L Diesel,Jan 2027,2023,Automatic,1,Skoda,Diesel,Estate,5,Medium Trim,5,Blue,210,,5.2 L/100 km,,2.0 L,4.86 m,1.48 m,1.86 m,5/5,86%,76%,86%,71%,Ireland,No,"Franchise Dealer
4.8/5","Clonmel, Co. Tipperary",Superb,"€40,950","1,950 L",,Co. Tipperary,,,,,,selection1
2022 MERCEDES GLB 180D AUTO.,https://www.donedeal.ie/cars-for-sale/2022-mercedes-glb-180d-auto-/39307375,Progressive,"95,745 mi",2.0 L Diesel,Feb 2026,2022,Automatic,1,Mercedes-Benz,Diesel,Estate/Jeep,5,Base Trim,5,Black,270,,5.5 L/100 km,,2.0 L,4.63 m,,1.83 m,,,,,,Ireland,No,Independent Dealer,"Kilmainham, Co. Dublin",GLB,"€34,950",,,Co. Dublin,,,,,,selection1
2014 KIA CEED 2 ECODYNAMICS 1.6 CRDI,https://www.donedeal.ie/cars-for-sale/2014-kia-ceed-2-ecodynamics-1-6-crdi/39133133,---,"109,000 mi",1.6 L Diesel,Sep 2025,2014,Manual,1,Kia,Diesel,Hatchback,5,---,---,Silver,180,,,,,,,,,,,,,Ireland,UK,Independent Dealer,Co. Dublin,Ceed,"€6,999",,,,,,,,,selection1
Mercedes-Benz E-Class E220 Sport Premium Low KMS,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e220-sport-premium-low-kms/39476144,AVANTGARDE,"129,999 km",2.0 L Diesel,Jan 2027,2017,Automatic,2,Mercedes-Benz,Diesel,Saloon,4,Medium Trim,5,Red,190,3.6 L/100 km,3.9 L/100 km,4.3 L/100 km,2.0 L,4.92 m,1.47 m,1.85 m,5/5,90%,62%,95%,77%,Ireland,UK,Independent Dealer,"Nenagh, Co. Tipperary",E-Class,"€24,950",,,Co. Tipperary,,,,,,selection1
Mercedes-Benz C-Class C250d Amg-line Premium 2.1d,https://www.donedeal.ie/cars-for-sale/mercedes-benz-c-class-c250d-amg-line-premium-2-1d/39503205,AMG SPORT,"147,890 km",2.1 L Diesel,Nov 2026,2016,Automatic,1,Mercedes-Benz,Diesel,Coupe,2,Sports Trim,4,Silver,200,3.6 L/100 km,4.1 L/100 km,5.0 L/100 km,2.1 L,4.69 m,1.40 m,1.81 m,,,,,,Ireland,UK,"Independent Dealer
4.4/5",Co. Dublin,C-Class,"€21,950",,,Co. Dublin,,,,,,selection1
2016 HYUNDAI TUCSON 1.7 CRDI COMFORT,https://www.donedeal.ie/cars-for-sale/2016-hyundai-tucson-1-7-crdi-comfort/39457633,Comfort,"51,000 mi",1.7 L Diesel,Feb 2026,2016,Manual,1,Hyundai,Diesel,SUV,5,Base Trim,5,Beige,200,4.0 L/100 km,4.4 L/100 km,5.1 L/100 km,1.7 L,4.48 m,1.65 m,1.85 m,,,,,,Ireland,N. Ireland,Independent Dealer,"Mallow, Co. Cork",Tucson,"€15,495","1,503 L",17 cm,Co. Cork,62 L,,,,,selection1
‘18 Volkswagen Passat Tdi Se Business (LOW NOX),https://www.donedeal.ie/cars-for-sale/18-volkswagen-passat-tdi-se-business-low-nox/39503254,---,0 km,2.0 L Diesel,---,2018,Manual,2,Volkswagen,Diesel,Estate,5,---,5,Grey,200,,,,,,,,,,,,,UK,,Independent Dealer,"Trillick, Co. Tyrone",Passat,"£6,250",,,Co. Tyrone,,,,,,selection1
Skoda Octavia 2.0 TDI 115 BHP AMBITION,https://www.donedeal.ie/cars-for-sale/skoda-octavia-2-0-tdi-115-bhp-ambition/39057884,AMBITION,"69,000 km",2.0 L Diesel,Feb 2027,2023,Manual,1,Skoda,Diesel,Saloon,5,Medium Trim,5,White,200,,4.2 L/100 km,,2.0 L,4.69 m,,1.83 m,,,,,,Ireland,No,"Franchise Dealer
4.6/5","Bandon, Co. Cork",Octavia,"€28,950",,,Co. Cork,,,,,,selection1
Nissan Juke Nissan 1.0 SV Premium My21 4DR,https://www.donedeal.ie/cars-for-sale/nissan-juke-nissan-1-0-sv-premium-my21-4dr/37411706,SV Premium,"44,447 km",1.0 L Petrol,Jul 2025,2021,Manual,1,Nissan,Petrol,SUV,4,Medium Trim,5,Red,210,,6.0 L/100 km,,1.0 L,4.21 m,1.60 m,1.80 m,5/5,85%,73%,94%,81%,Ireland,No,"Franchise Dealer
4.6/5","Dublin 24, Co. Dublin",Juke,"€21,995","1,088 L",,Co. Dublin,,,,,,selection1
Toyota Prius 141 Black,https://www.donedeal.ie/cars-for-sale/toyota-prius-141-black/39295706,-,"144,300 km",1.8 L Petrol Hybrid,May 2026,2014,Automatic,1,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,Black,170,3.7 L/100 km,3.9 L/100 km,3.9 L/100 km,1.8 L,4.48 m,1.49 m,1.75 m,5/5,82%,86%,88%,68%,Ireland,Unknown country,"Private Seller
No rating yet","Citywest, Co. Dublin",Prius,"€10,300","1,120 L",,,,,,,,selection1
"Audi A5 S-line 177bhp €8,999 Make an Offer",https://www.donedeal.ie/cars-for-sale/audi-a5-s-line-177bhp-8-999-make-an-offer/39287584,S LINE,"137,000 mi",2.0 L Diesel,Sep 2025,2012,Automatic,3,Audi,Diesel,Hatchback,5,Sports Trim,4,Black,270,4.4 L/100 km,4.8 L/100 km,5.7 L/100 km,2.0 L,4.71 m,1.39 m,1.85 m,,,,,,Ireland,UK,"Verified Private Seller
No rating yet","Listowel, Co. Kerry",A5,"€8,999",,,,,,,,,selection1
Ford Kuga 2.5 Duratec 190PS Fhev Titanium Auto,https://www.donedeal.ie/cars-for-sale/ford-kuga-2-5-duratec-190ps-fhev-titanium-auto/39453233,Titanium,"5,869 km",2.5 L Petrol Hybrid,Sep 2025,2021,Automatic,1,Ford,Petrol Hybrid,SUV,4,Base Trim,5,Blue,,,,,2.5 L,4.61 m,,1.88 m,5/5,86%,73%,92%,82%,Ireland,No,"Franchise Dealer
4.1/5",Co. Cork,Kuga,"€29,900",,,Co. Cork,,190 hp,196 km/h,1.1 kWh,9.1 sec,selection1
Mercedes-Benz S-Class S350 3.0 V6 LWB Auto,https://www.donedeal.ie/cars-for-sale/mercedes-benz-s-class-s350-3-0-v6-lwb-auto/39168298,-,"190,000 km",3.0 L Diesel,Mar 2026,2015,Automatic,2,Mercedes-Benz,Diesel,Saloon,4,---,5,Silver,,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Nenagh, Co. Tipperary",S-Class,"€27,950",,,Co. Tipperary,,,,,,selection1
Lexus RX450h Hybrid Luxury AWD,https://www.donedeal.ie/cars-for-sale/lexus-rx450h-hybrid-luxury-awd/39417517,Luxury,"69,174 km",3.5 L Hybrid,Jan 2026,2020,Automatic,2,Lexus,Hybrid,MPV,4,Medium Trim,5,Grey,,,,,3.5 L,4.89 m,1.69 m,1.90 m,5/5,82%,77%,91%,79%,Ireland,No,Independent Dealer,"Blackrock, Co. Dublin",RX450H,"€54,950","1,612 L",20 cm,,65 L,,,,,selection1
Audi A6 2.0 TDI 40 Black Edition Saloon 4dr Diese,https://www.donedeal.ie/cars-for-sale/audi-a6-2-0-tdi-40-black-edition-saloon-4dr-diese/38920249,---,"42,000 mi",2.0 L Diesel,---,2021,Automatic,---,Audi,Diesel,Saloon,4,---,5,Black,,,,,,,,,,,,,,UK,,Independent Dealer,"Omagh, Co. Tyrone",A6,"£26,850",,,Co. Tyrone,,,,,,selection1
Kia Rio Warranty to 2030 1.2p 232 5DR side Body,https://www.donedeal.ie/cars-for-sale/kia-rio-warranty-to-2030-1-2p-232-5dr-side-body/38684776,PE,"7,490 mi",1.2 L Petrol,Sep 2027,2023,Manual,2,Kia,Petrol,Hatchback,5,Base Trim,5,Blue,,,,,1.2 L,4.07 m,1.45 m,1.73 m,3/5,84%,25%,85%,62%,Ireland,No,Franchise Dealer,"Midleton, Co. Cork",Rio,"€20,900",980 L,,Co. Cork,,,,,,selection1
BMW 116D,https://www.donedeal.ie/cars-for-sale/bmw-116d/35711789,Sport,"120,763 km",1.5 L Diesel,Feb 2025,2017,Manual,1,BMW,Diesel,Hatchback,5,Sports Trim,5,Black,190,3.5 L/100 km,3.9 L/100 km,4.5 L/100 km,1.5 L,4.33 m,1.44 m,1.77 m,,,,,,Ireland,UK,Independent Dealer,Co. Cork,1-Series,"€14,500","1,200 L",14 cm,Co. Cork,52 L,,,,,selection1
Nissan QASHQAI 1.5l Diesel SV Stunning Car Trinit,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5l-diesel-sv-stunning-car-trinit/39291800,SV,"96,556 km",1.5 L Diesel,Jun 2025,2019,Manual,3,Nissan,Diesel,MPV,4,Medium Trim,5,Blue,180,3.5 L/100 km,3.8 L/100 km,4.3 L/100 km,1.5 L,4.39 m,1.59 m,1.81 m,5/5,83%,79%,88%,69%,Ireland,No,"Franchise Dealer
4.7/5",Co. Wexford,Qashqai,"€18,945","1,585 L",,Co. Wexford,,,,,,selection1
Audi A4 Limousine 2.0tdi 150 S T Line 4DR Auto,https://www.donedeal.ie/cars-for-sale/audi-a4-limousine-2-0tdi-150-s-t-line-4dr-auto/39063856,S Line,"143,254 km",2.0 L Diesel,Jul 2025,2019,Automatic,---,Audi,Diesel,Saloon,4,Sports Trim,5,Grey,,,,,2.0 L,4.74 m,1.43 m,1.84 m,5/5,87%,75%,89%,75%,Ireland,No,Independent Dealer,"Tralee, Co. Kerry",A4,"€28,900",,,,,,,,,selection1
Seat Alhambra Automatic 7 Seater Nct/Tax,https://www.donedeal.ie/cars-for-sale/seat-alhambra-automatic-7-seater-nct-tax/39503246,REFERENCE,"220,000 km",2.0 L Diesel,Jul 2025,2012,Automatic,4,SEAT,Diesel,MPV,4,Base Trim,7,Grey,400,5.0 L/100 km,5.7 L/100 km,6.9 L/100 km,2.0 L,4.85 m,1.74 m,1.90 m,,,,,,Ireland,No,"Private Seller
No rating yet",Co. Dublin,Alhambra,"€7,250",,,,,,,,,selection1
"Audi A6 2.0 TDI Sline Ultra 187BHP 5DR,",https://www.donedeal.ie/cars-for-sale/audi-a6-2-0-tdi-sline-ultra-187bhp-5dr-/39427378,S Line,"185,500 mi",2.0 L Diesel,Sep 2026,2016,Manual,1,Audi,Diesel,Estate,5,Sports Trim,5,White,200,4.0 L/100 km,4.6 L/100 km,5.4 L/100 km,2.0 L,4.94 m,1.46 m,1.87 m,5/5,83%,86%,91%,41%,Ireland,UK,"Private Seller
No rating yet","Carlingford, Co. Louth",A6,"€17,400","1,680 L",,,,,,,,selection1
Volkswagen T-Roc Automatic Style Plus 1.5 TSI 150,https://www.donedeal.ie/cars-for-sale/volkswagen-t-roc-automatic-style-plus-1-5-tsi-150/35009943,---,"24,900 km",1.5 L Petrol,Jun 2027,2023,Automatic,---,Volkswagen,Petrol,SUV,5,---,---,Red,,,,,,,,,,,,,,Ireland,No,Independent Dealer,"Portumna, Co. Galway",T-Roc,No Price,,,Co. Galway,,,,,,selection1
Volkswagen T-Cross R-line 1.0tsi 116HP DSG Auto,https://www.donedeal.ie/cars-for-sale/volkswagen-t-cross-r-line-1-0tsi-116hp-dsg-auto/39369665,---,500 km,1.0 L Petrol,---,2025,Automatic,---,Volkswagen,Petrol,Crossover,5,---,---,Yellow,,,,,,,,,,,,,,,,"Franchise Dealer
3.7/5",Co. Dublin,T-Cross,"€35,900",,,Co. Dublin,,,,,,selection1
Volkswagen Golf Life 2.0 TDI Auto // R-line Pack,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-life-2-0-tdi-auto-r-line-pack/39503203,Style,"122,873 km",2.0 L Diesel,Apr 2027,2020,Manual,2,Volkswagen,Diesel,Hatchback,5,Luxury Trim,5,Blue,180,3.2 L/100 km,3.5 L/100 km,3.9 L/100 km,2.0 L,4.28 m,1.49 m,1.79 m,5/5,89%,78%,95%,76%,Ireland,No,"Independent Dealer
4.4/5",Co. Dublin,Golf,"€19,950","1,237 L",,Co. Dublin,,,,,,selection1
2016 HYUNDAI i10 DELUXE 1.05dr.,https://www.donedeal.ie/cars-for-sale/2016-hyundai-i10-deluxe-1-05dr-/39457708,Deluxe,"73,000 km",1.0 L Petrol,Feb 2026,2016,Manual,2,Hyundai,Petrol,Hatchback,4,Medium Trim,5,Silver,190,4.0 L/100 km,4.7 L/100 km,6.0 L/100 km,1.0 L,3.67 m,1.50 m,1.66 m,,,,,,Ireland,No,Independent Dealer,"Mallow, Co. Cork",i10,"€9,145","1,046 L",,Co. Cork,40 L,,,,,selection1
Nissan Note Automatic Rider After market exhaust,https://www.donedeal.ie/cars-for-sale/nissan-note-automatic-rider-after-market-exhaust/39435781?campaign=3,all,"59,433 mi",1.2 L Petrol,Apr 2027,2016,Automatic,1,Nissan,Petrol,Hatchback,5,Medium Trim,5,Black,180,4.0 L/100 km,4.7 L/100 km,5.9 L/100 km,1.2 L,4.10 m,1.53 m,1.70 m,,,,,,Ireland,Unknown,Independent Dealer,"Dublin 12, Co. Dublin",Note,"€10,650","1,495 L",13 cm,Co. Dublin,41 L,,,,,selection1
Hyundai i20 1.2 ACTIVE DELUXE 5DR PLUS 5DR HATCHBA,https://www.donedeal.ie/cars-for-sale/hyundai-i20-1-2-active-deluxe-5dr-plus-5dr-hatchba/39482200?campaign=3,Deluxe,"99,000 km",1.2 L Petrol,May 2026,2018,Manual,2,Hyundai,Petrol,Hatchback,5,Medium Trim,5,White,200,4.2 L/100 km,5.2 L/100 km,7.0 L/100 km,1.2 L,4.05 m,1.45 m,1.73 m,4/5,73%,64%,85%,79%,Ireland,No,Independent Dealer,"Dublin 12, Co. Dublin",i20,"€12,950",,,Co. Dublin,,,,,,selection1
Honda Jazz 1.5 I-mmd Hybrid SR 5dr Ecvt,https://www.donedeal.ie/cars-for-sale/honda-jazz-1-5-i-mmd-hybrid-sr-5dr-ecvt/39435312?campaign=3,---,"38,455 mi",1.5 L Hybrid,---,2022,Automatic,---,Honda,Hybrid,---,5,---,5,Red,180,,,,,,,,,,,,,Northern Ireland,,Franchise Dealer,Co. Antrim,Jazz,"£15,495",,,,,,,,,selection1
Mercedes-Benz Vito 114 CDI Select,https://www.donedeal.ie/cars-for-sale/mercedes-benz-vito-114-cdi-select/38879659,---,"35,451 mi",2.0 L Diesel,---,2022,Automatic,---,Mercedes-Benz,Diesel,---,---,---,9,Grey,,,,,,,,,,,,,,UK,,Independent Dealer,"Newry, Co. Down",Vito,"£35,995",,,,,,,,,selection1
2015 Dacia Duster SIGNATURE 1.5 dCi 110,https://www.donedeal.ie/cars-for-sale/2015-dacia-duster-signature-1-5-dci-110/39194874,SIGNATURE,"195,866 mi",1.5 L Diesel,Jan 2026,2015,Manual,2,Dacia,Diesel,SUV,4,Medium Trim,5,Brown,270,4.6 L/100 km,5.0 L/100 km,5.7 L/100 km,1.5 L,4.32 m,1.70 m,1.82 m,,,,,,Ireland,No,Independent Dealer,Co. Clare,Duster,"€6,495",,,Co. Clare,,,,,,selection1
Volkswagen Polo Edition 75 1.0tsi 95hp,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-edition-75-1-0tsi-95hp/39369642,---,500 km,1.0 L Petrol,---,2025,Manual,---,Volkswagen,Petrol,Hatchback,5,---,---,Black,,,,,,,,,,,,,,Ireland,No,"Franchise Dealer
3.7/5",Co. Dublin,Polo,"€25,900",,,Co. Dublin,,,,,,selection1
BMW X3 Xdrive30 M Sport,https://www.donedeal.ie/cars-for-sale/bmw-x3-xdrive30-m-sport/39342352,M Sport,"21,256 km",2.0 L Petrol Plug-in Hybrid,---,2024,Automatic,---,BMW,Petrol Plug-in Hybrid,SUV,5,Sports Trim,5,Grey,,,,,2.0 L,4.71 m,,1.89 m,,,,,,Ireland,No,"Franchise Dealer
4.3/5",Co. Cork,X3,"€73,900",,,Co. Cork,,292 hp,210 km/h,12 kWh,6.1 sec,selection1
Volkswagen Polo 1.0 TSI 95hp Life,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-tsi-95hp-life/39012616,Life,10 km,1.0 L Petrol,---,2025,Manual,---,Volkswagen,Petrol,Hatchback,5,Medium Trim,5,Black,,,,,1.0 L,4.07 m,,1.75 m,5/5,85%,59%,96%,76%,Ireland,No,"Franchise Dealer
3.7/5",Co. Dublin,Polo,"€24,900","1,125 L",,Co. Dublin,40 L,,,,,selection1
